Manufacturer,Model,Part Number,Comments,Interfaces,Console Ports,Power Ports,Device Bays
Cisco,Catalyst 3650-48FD-L,WS-C3650-48FD-L,,"GigabitEthernet0/0, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/27, GigabitEthernet1/0/28, GigabitEthernet1/0/29, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/33, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/36, GigabitEthernet1/0/37, GigabitEthernet1/0/38, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/41, GigabitEthernet1/0/42, GigabitEthernet1/0/43, GigabitEthernet1/0/44, GigabitEthernet1/0/45, GigabitEthernet1/0/46, GigabitEthernet1/0/47, GigabitEthernet1/0/48, GigabitEthernet1/1/1, GigabitEthernet1/1/2, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/4",con0,,
Cisco,UCS-C220-M6S,UCSC-C220-M6S,[Cisco UCS C220 M6 Rack Server Data Sheet](https://www.cisco.com/c/en/us/products/servers-unified-computing/ucs-c-series-rack-servers/ucs-c220-m6-rack-server-ds.html),"Ethernet L/1, Ethernet L/2, CIMC",Console,,
Cisco,WS-C3550-24-SMI,WS-C3550-24-SMI,,"FastEthernet0/1, FastEthernet0/2, FastEthernet0/3, FastEthernet0/4, FastEthernet0/5, FastEthernet0/6, FastEthernet0/7, FastEthernet0/8, FastEthernet0/9, FastEthernet0/10, FastEthernet0/11, FastEthernet0/12, FastEthernet0/13, FastEthernet0/14, FastEthernet0/15, FastEthernet0/16, FastEthernet0/17, FastEthernet0/18, FastEthernet0/19, FastEthernet0/20, FastEthernet0/21, FastEthernet0/22, FastEthernet0/23, FastEthernet0/24, GigabitEthernet0/1, GigabitEthernet0/2",con 0,Power Supply 0,
Cisco,Catalyst 891F,C891F-K9,,"FastEthernet0, GigabitEthernet0, GigabitEthernet1, GigabitEthernet2, GigabitEthernet3, GigabitEthernet4, GigabitEthernet5, GigabitEthernet6, GigabitEthernet7","con 0, usb",PSU0,
Cisco,Catalyst 1000FE-48T-4G-L,C1000FE-48T-4G-L,[Cisco Catalyst 1000 Series Switches Data Sheet](https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-1000-series-switches/nb-06-cat1k-ser-switch-ds-cte-en.html),"FastEthernet1/0/1, FastEthernet1/0/2, FastEthernet1/0/3, FastEthernet1/0/4, FastEthernet1/0/5, FastEthernet1/0/6, FastEthernet1/0/7, FastEthernet1/0/8, FastEthernet1/0/9, FastEthernet1/0/10, FastEthernet1/0/11, FastEthernet1/0/12, FastEthernet1/0/13, FastEthernet1/0/14, FastEthernet1/0/15, FastEthernet1/0/16, FastEthernet1/0/17, FastEthernet1/0/18, FastEthernet1/0/19, FastEthernet1/0/20, FastEthernet1/0/21, FastEthernet1/0/22, FastEthernet1/0/23, FastEthernet1/0/24, FastEthernet1/0/25, FastEthernet1/0/26, FastEthernet1/0/27, FastEthernet1/0/28, FastEthernet1/0/29, FastEthernet1/0/30, FastEthernet1/0/31, FastEthernet1/0/32, FastEthernet1/0/33, FastEthernet1/0/34, FastEthernet1/0/35, FastEthernet1/0/36, FastEthernet1/0/37, FastEthernet1/0/38, FastEthernet1/0/39, FastEthernet1/0/40, FastEthernet1/0/41, FastEthernet1/0/42, FastEthernet1/0/43, FastEthernet1/0/44, FastEthernet1/0/45, FastEthernet1/0/46, FastEthernet1/0/47, FastEthernet1/0/48, GigabitEthernet1/0/49, GigabitEthernet1/0/50, GigabitEthernet1/0/51, GigabitEthernet1/0/52, Vlan1","con0, USB con0",PSU1,
Cisco,FPR4215-NGFW-K9,FPR4215-NGFW-K9,https://www.cisco.com/c/en/us/products/collateral/security/firewalls/secure-firewall-4200-ds.html,"Ethernet1/1, Ethernet1/2, Ethernet1/3, Ethernet1/4, Ethernet1/5, Ethernet1/6, Ethernet1/7, Ethernet1/8, Management 1/1, Management 1/2","Console, usb",,
Cisco,ISR 1111-8PLTELAWA,C1111-8PLTELAWA,,"GigabitEthernet0/0/0, GigabitEthernet0/0/1, GigabitEthernet0/1/0, GigabitEthernet0/1/1, GigabitEthernet0/1/2, GigabitEthernet0/1/3, GigabitEthernet0/1/4, GigabitEthernet0/1/5, GigabitEthernet0/1/6, GigabitEthernet0/1/7, Wlan-GigabitEthernet0/1/8, Cellular0/2/0, Cellular0/2/1","con 0, usb",PSU0,
Cisco,ISR2821,CISCO2821,Datasheet: [Link](https://www.cisco.com/c/dam/global/de_at/assets/unified_partners/smb/vertriebliche-positionierung/routing/downloads/isr_2800_datenblatt_e.pdf),"GigabitEthernet0/0, GigabitEthernet0/1","aux 0, con 0",PS1,
Cisco,Nexus 9396PX,N9K-C9396PX,,"mgmt0, Ethernet1/1, Ethernet1/2, Ethernet1/3, Ethernet1/4, Ethernet1/5, Ethernet1/6, Ethernet1/7, Ethernet1/8, Ethernet1/9, Ethernet1/10, Ethernet1/11, Ethernet1/12, Ethernet1/13, Ethernet1/14, Ethernet1/15, Ethernet1/16, Ethernet1/17, Ethernet1/18, Ethernet1/19, Ethernet1/20, Ethernet1/21, Ethernet1/22, Ethernet1/23, Ethernet1/24, Ethernet1/25, Ethernet1/26, Ethernet1/27, Ethernet1/28, Ethernet1/29, Ethernet1/30, Ethernet1/31, Ethernet1/32, Ethernet1/33, Ethernet1/34, Ethernet1/35, Ethernet1/36, Ethernet1/37, Ethernet1/38, Ethernet1/39, Ethernet1/40, Ethernet1/41, Ethernet1/42, Ethernet1/43, Ethernet1/44, Ethernet1/45, Ethernet1/46, Ethernet1/47, Ethernet1/48","console, usb1, usb2",,
Cisco,N77-C7702,N77-C7702,[Cisco Nexus 7700 Switches Data Sheet](https://www.cisco.com/c/en/us/products/collateral/switches/nexus-7000-series-switches/data_sheet_c78-728187.html),mgmt0,,,
Cisco,Catalyst 3560-8PC-S,WS-C3560-8PC-S,,"FastEthernet0/1, FastEthernet0/2, FastEthernet0/3, FastEthernet0/4, FastEthernet0/5, FastEthernet0/6, FastEthernet0/7, FastEthernet0/8, GigabitEthernet0/1",con0,PSU0,
Cisco,Catalyst 2960X-48FPD-L,WS-C2960X-48FPD-L,,"FastEthernet0, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/27, GigabitEthernet1/0/28, GigabitEthernet1/0/29, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/33, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/36, GigabitEthernet1/0/37, GigabitEthernet1/0/38, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/41, GigabitEthernet1/0/42, GigabitEthernet1/0/43, GigabitEthernet1/0/44, GigabitEthernet1/0/45, GigabitEthernet1/0/46, GigabitEthernet1/0/47, GigabitEthernet1/0/48, GigabitEthernet1/0/49, GigabitEthernet1/0/50, TenGigabitEthernet1/0/1, TenGigabitEthernet1/0/2",con0,PSU0,
Cisco,Catalyst 2960S-48FPS-L,WS-C2960S-48FPS-L,,"FastEthernet0, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/27, GigabitEthernet1/0/28, GigabitEthernet1/0/29, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/33, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/36, GigabitEthernet1/0/37, GigabitEthernet1/0/38, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/41, GigabitEthernet1/0/42, GigabitEthernet1/0/43, GigabitEthernet1/0/44, GigabitEthernet1/0/45, GigabitEthernet1/0/46, GigabitEthernet1/0/47, GigabitEthernet1/0/48, GigabitEthernet1/0/49, GigabitEthernet1/0/50, GigabitEthernet1/0/51, GigabitEthernet1/0/52",con0,PSU0,
Cisco,UCS-FI-6454,UCS-FI-6454,,"port-1, port-2, port-3, port-4, port-5, port-6, port-7, port-8, port-9, port-10, port-11, port-12, port-13, port-14, port-15, port-16, port-17, port-18, port-19, port-20, port-21, port-22, port-23, port-24, port-25, port-26, port-27, port-28, port-29, port-30, port-31, port-32, port-33, port-34, port-35, port-36, port-37, port-38, port-39, port-40, port-41, port-42, port-43, port-44, port-45, port-46, port-47, port-48, port-49, port-50, port-51, port-52, port-53, port-54, L1, L2, mgmt0","console, usb0",,
Cisco,FPR4110-NGFW-K9,FPR4110-NGFW-K9,[Cisco Firepower 4100 Series Data Sheet](https://www.cisco.com/c/en/us/products/collateral/security/firepower-4100-series/datasheet-c78-742474.html),"Ethernet1/1, Ethernet1/2, Ethernet1/3, Ethernet1/4, Ethernet1/5, Ethernet1/6, Ethernet1/7, Ethernet1/8, eth0","Console, usb","PSU1, PSU2",
Cisco,Nexus 92348GC-X,N9K-C92348GC-X,,"Ethernet1/1, Ethernet1/2, Ethernet1/3, Ethernet1/4, Ethernet1/5, Ethernet1/6, Ethernet1/7, Ethernet1/8, Ethernet1/9, Ethernet1/10, Ethernet1/11, Ethernet1/12, Ethernet1/13, Ethernet1/14, Ethernet1/15, Ethernet1/16, Ethernet1/17, Ethernet1/18, Ethernet1/19, Ethernet1/20, Ethernet1/21, Ethernet1/22, Ethernet1/23, Ethernet1/24, Ethernet1/25, Ethernet1/26, Ethernet1/27, Ethernet1/28, Ethernet1/29, Ethernet1/30, Ethernet1/31, Ethernet1/32, Ethernet1/33, Ethernet1/34, Ethernet1/35, Ethernet1/36, Ethernet1/37, Ethernet1/38, Ethernet1/39, Ethernet1/40, Ethernet1/41, Ethernet1/42, Ethernet1/43, Ethernet1/44, Ethernet1/45, Ethernet1/46, Ethernet1/47, Ethernet1/48, Ethernet1/49, Ethernet1/50, Ethernet1/51, Ethernet1/52, Ethernet1/53, Ethernet1/54, mgmt0",Console,,
Cisco,SG500-52,SG500-52-K9,[SG500 series datasheet](https://www.cisco.com/c/en/us/products/collateral/switches/small-business-500-series-stackable-managed-switches/c78-695646_data_sheet.html),"GigabitEthernet1/1, GigabitEthernet1/2, GigabitEthernet1/3, GigabitEthernet1/4, GigabitEthernet1/5, GigabitEthernet1/6, GigabitEthernet1/7, GigabitEthernet1/8, GigabitEthernet1/9, GigabitEthernet1/10, GigabitEthernet1/11, GigabitEthernet1/12, GigabitEthernet1/13, GigabitEthernet1/14, GigabitEthernet1/15, GigabitEthernet1/16, GigabitEthernet1/17, GigabitEthernet1/18, GigabitEthernet1/19, GigabitEthernet1/20, GigabitEthernet1/21, GigabitEthernet1/22, GigabitEthernet1/23, GigabitEthernet1/24, GigabitEthernet1/25, GigabitEthernet1/26, GigabitEthernet1/27, GigabitEthernet1/28, GigabitEthernet1/29, GigabitEthernet1/30, GigabitEthernet1/31, GigabitEthernet1/32, GigabitEthernet1/33, GigabitEthernet1/34, GigabitEthernet1/35, GigabitEthernet1/36, GigabitEthernet1/37, GigabitEthernet1/38, GigabitEthernet1/39, GigabitEthernet1/40, GigabitEthernet1/41, GigabitEthernet1/42, GigabitEthernet1/43, GigabitEthernet1/44, GigabitEthernet1/45, GigabitEthernet1/46, GigabitEthernet1/47, GigabitEthernet1/48, GigabitEthernet1/49, GigabitEthernet1/50, GigabitEthernet1/51, GigabitEthernet1/52, Port-Channel1, Port-Channel2, Port-Channel3, Port-Channel4, Port-Channel5, Port-Channel6, Port-Channel7, Port-Channel8, Port-Channel9, Port-Channel10, Port-Channel11, Port-Channel12, Port-Channel13, Port-Channel14, Port-Channel15, Port-Channel16, Port-Channel17, Port-Channel18, Port-Channel19, Port-Channel20, Port-Channel21, Port-Channel22, Port-Channel23, Port-Channel24, Port-Channel25, Port-Channel26, Port-Channel27, Port-Channel28, Port-Channel29, Port-Channel30, Port-Channel31, Port-Channel32, vlan 1",console,PS A,
Cisco,7609-S,CISCO7609-S,,,,"PS 1, PS 2",
Cisco,Meraki MS120-24P,MS120-24P-HW,[MS120 Overview and Specifications](https://meraki.cisco.com/lib/pdf/meraki_datasheet_ms120.pdf),"Management, Port 1, Port 2, Port 3, Port 4, Port 5, Port 6, Port 7, Port 8, Port 9, Port 10, Port 11, Port 12, Port 13, Port 14, Port 15, Port 16, Port 17, Port 18, Port 19, Port 20, Port 21, Port 22, Port 23, Port 24, Port 25, Port 26, Port 27, Port 28",,Slot 1,
Cisco,Meraki MS220-24P,MS220-24P-HW,[MS220 Overview and Specifications](https://meraki.cisco.com/lib/pdf/meraki_datasheet_ms_220_320_only.pdf),"Port 1, Port 2, Port 3, Port 4, Port 5, Port 6, Port 7, Port 8, Port 9, Port 10, Port 11, Port 12, Port 13, Port 14, Port 15, Port 16, Port 17, Port 18, Port 19, Port 20, Port 21, Port 22, Port 23, Port 24",,"Slot 1, Cisco RPS 2300 connector for PSU failover",
Cisco,ISR1941,ISR1941/K9,,"GigabitEthernet0/0, GigabitEthernet0/1","con 0, aux",PSU0,
Cisco,Meraki MX450,MX450,[Meraki MX450 Datasheet] (https://meraki.cisco.com/de-de/product/security-sd-wan/large-branch-campus-concentrator/mx450/),"USB, Internet 1, Internet 2, Port 3, Port 4, Port 5, Port 6, Port 7, Port 8, Port 9, Port 10, Port 11, Port 12, Port 13, Port 14, Port 15, Port 16, Port 17, Port 18, Port 19, Port 20, Port 21, Port 22, Port 23, Port 24, Port 25, Port 26",Management,"Slot 1, Slot 2",
Cisco,Catalyst Digital Building 5-slot Rack Mount,CDB-MNT-RACK5-C14,,,,"1, 2, 3, 4, 5","Slot 1, Slot 2, Slot 3, Slot 4, Slot 5"
Cisco,SG350-10MP,SG350-10MP-K9,[SG350 Series Datasheet](https://www.cisco.com/c/en/us/products/collateral/switches/small-business-smart-switches/data-sheet-c78-737359.html),"GigabitEthernet1, GigabitEthernet2, GigabitEthernet3, GigabitEthernet4, GigabitEthernet5, GigabitEthernet6, GigabitEthernet7, GigabitEthernet8, GigabitEthernet9, GigabitEthernet10, Port-channel1, Port-channel2, Port-channel3, Port-channel4, Port-channel5, Port-channel6, Port-channel7, Port-channel8, vlan1",console,External PS,
Cisco,8212-48FH-M,8212-48FH-M,[Cisco 8000 Series Routers Data Sheet](https://www.cisco.com/c/en/us/products/collateral/routers/8000-series-routers/datasheet-c78-742571.html),"FourHundredGigE0/0/0/0, FourHundredGigE0/0/0/1, FourHundredGigE0/0/0/2, FourHundredGigE0/0/0/3, FourHundredGigE0/0/0/4, FourHundredGigE0/0/0/5, FourHundredGigE0/0/0/6, FourHundredGigE0/0/0/7, FourHundredGigE0/0/0/8, FourHundredGigE0/0/0/9, FourHundredGigE0/0/0/10, FourHundredGigE0/0/0/11, FourHundredGigE0/0/0/12, FourHundredGigE0/0/0/13, FourHundredGigE0/0/0/14, FourHundredGigE0/0/0/15, FourHundredGigE0/0/0/16, FourHundredGigE0/0/0/17, FourHundredGigE0/0/0/18, FourHundredGigE0/0/0/19, FourHundredGigE0/0/0/20, FourHundredGigE0/0/0/21, FourHundredGigE0/0/0/22, FourHundredGigE0/0/0/23, FourHundredGigE0/0/0/24, FourHundredGigE0/0/0/25, FourHundredGigE0/0/0/26, FourHundredGigE0/0/0/27, FourHundredGigE0/0/0/28, FourHundredGigE0/0/0/29, FourHundredGigE0/0/0/30, FourHundredGigE0/0/0/31, FourHundredGigE0/0/0/32, FourHundredGigE0/0/0/33, FourHundredGigE0/0/0/34, FourHundredGigE0/0/0/35, FourHundredGigE0/0/0/36, FourHundredGigE0/0/0/37, FourHundredGigE0/0/0/38, FourHundredGigE0/0/0/39, FourHundredGigE0/0/0/40, FourHundredGigE0/0/0/41, FourHundredGigE0/0/0/42, FourHundredGigE0/0/0/43, FourHundredGigE0/0/0/44, FourHundredGigE0/0/0/45, FourHundredGigE0/0/0/46, FourHundredGigE0/0/0/47, MgmtEth0/RP0/CPU0/0",con0,,
Cisco,Catalyst 2960-24TC-L,WS-C2960-24TC-L,,"FastEthernet0/1, FastEthernet0/2, FastEthernet0/3, FastEthernet0/4, FastEthernet0/5, FastEthernet0/6, FastEthernet0/7, FastEthernet0/8, FastEthernet0/9, FastEthernet0/10, FastEthernet0/11, FastEthernet0/12, FastEthernet0/13, FastEthernet0/14, FastEthernet0/15, FastEthernet0/16, FastEthernet0/17, FastEthernet0/18, FastEthernet0/19, FastEthernet0/20, FastEthernet0/21, FastEthernet0/22, FastEthernet0/23, FastEthernet0/24, GigabitEthernet0/1, GigabitEthernet0/2",con0,PSU0,
Cisco,ISR 1100X-6G,ISR1100X-6G,[Cisco ISR1100 and ISR1100X Series Routers Data Sheet](https://www.cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-742893.html),"GigabitEthernet0/0/0, GigabitEthernet0/0/1, GigabitEthernet0/1/0, GigabitEthernet0/1/1, GigabitEthernet0/1/2, GigabitEthernet0/1/3","con 0, usb",PSU0,
Cisco,Aironet 3702E-B,AIR-CAP3702E-B-K9,[Cisco Aironet 3700 Series Access Point Data Sheet](https://www.cisco.com/c/dam/global/en_ph/solutions/smb/velocity/Downloads/ap3700_datasheet.pdf),"Dot11Radio0, Dot11Radio1, GigabitEthernet0",Con,,
Cisco,ASR-9922,ASR-9922,"- [Cisco ASR 9000 Series Aggregation Services Routers Data Sheet](https://www.cisco.com/c/en/us/products/collateral/routers/asr-9000-series-aggregation-services-routers/data_sheet_c78-501767.html)
- [Cisco ASR 9000 Series Aggregation Services Router Hardware Installation Guide](https://www.cisco.com/c/en/us/td/docs/iosxr/asr9000/hardware-install/hig/b-asr9k-hardware-installation-guide/b-asr9k-hardware-installation-guide_chapter_00.html)
- [Cisco ASR 9000 Series Aggregation Services Router Overview and Reference Guide](https://www.cisco.com/c/en/us/td/docs/iosxr/asr9000/hardware-install/overview-reference/b-asr9k-overview-reference-guide/b-asr9k-overview-reference-guide_chapter_01.html#con_879733__fig_801676)
",,,,
Cisco,Catalyst 3560CG-8PC-S,WS-C3560CG-8PC-S,,"GigabitEthernet0/1, GigabitEthernet0/2, GigabitEthernet0/3, GigabitEthernet0/4, GigabitEthernet0/5, GigabitEthernet0/6, GigabitEthernet0/7, GigabitEthernet0/8, GigabitEthernet0/9, GigabitEthernet0/10",con0,PSU0,
Cisco,Catalyst 2960S-48TD-L,WS-C2960S-48TD-L,,"FastEthernet0, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/27, GigabitEthernet1/0/28, GigabitEthernet1/0/29, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/33, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/36, GigabitEthernet1/0/37, GigabitEthernet1/0/38, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/41, GigabitEthernet1/0/42, GigabitEthernet1/0/43, GigabitEthernet1/0/44, GigabitEthernet1/0/45, GigabitEthernet1/0/46, GigabitEthernet1/0/47, GigabitEthernet1/0/48, GigabitEthernet1/0/49, GigabitEthernet1/0/50, TenGigabitEthernet1/0/1, TenGigabitEthernet1/0/2",con0,PSU0,
Cisco,Nexus 93600CD-GX,N9K-C93600CD-GX,,"Ethernet1/1, Ethernet1/2, Ethernet1/3, Ethernet1/4, Ethernet1/5, Ethernet1/6, Ethernet1/7, Ethernet1/8, Ethernet1/9, Ethernet1/10, Ethernet1/11, Ethernet1/12, Ethernet1/13, Ethernet1/14, Ethernet1/15, Ethernet1/16, Ethernet1/17, Ethernet1/18, Ethernet1/19, Ethernet1/20, Ethernet1/21, Ethernet1/22, Ethernet1/23, Ethernet1/24, Ethernet1/25, Ethernet1/26, Ethernet1/27, Ethernet1/28, Ethernet1/29, Ethernet1/30, Ethernet1/31, Ethernet1/32, Ethernet1/33, Ethernet1/34, Ethernet1/35, Ethernet1/36, mgmt0",console,,
Cisco,Meraki MS120-8LP,MS120-8LP-HW,[MS120 Overview and Specifications](https://documentation.meraki.com/MS/MS_Overview_and_Specifications/MS120_Overview_and_Specifications),"Port 1, Port 2, Port 3, Port 4, Port 5, Port 6, Port 7, Port 8, Port 9, Port 10",,Slot 1,
Cisco,ISR4351,ISR4351/K9,,"GigabitEthernet0, GigabitEthernet0/0/0, GigabitEthernet0/0/1, GigabitEthernet0/0/2","con 0, aux 0, usb0, usb1, usb2",PSU0,
Cisco,ISR 1111-4PLTEEA,C1111-4PLTEEA,[Cisco ISR1100 and ISR1100X Series Routers Data Sheet](https://www.cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html#Cisco111xISRsFlexibleWANandLANconnectivity),"GigabitEthernet0/0/0, GigabitEthernet0/0/1, GigabitEthernet0/1/0, GigabitEthernet0/1/1, GigabitEthernet0/1/2, GigabitEthernet0/1/3, Cellular0/2/0, Cellular0/2/1","con 0, usb",PSU0,
Cisco,Catalyst 2960-8TC-L,WS-C2960-8TC-L,,"FastEthernet0/1, FastEthernet0/2, FastEthernet0/3, FastEthernet0/4, FastEthernet0/5, FastEthernet0/6, FastEthernet0/7, FastEthernet0/8, GigabitEthernet0/1",con 0,POWER,
Cisco,Catalyst 9500-12Q,C9500-12q,[Cisco Catalyst 9500 Series Switches Data Sheet](https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9500-series-switches/nb-06-cat9500-ser-data-sheet-cte-en.html),"GigabitEthernet0/0, FortyGigabitEthernet1/0/1, FortyGigabitEthernet1/0/2, FortyGigabitEthernet1/0/3, FortyGigabitEthernet1/0/4, FortyGigabitEthernet1/0/5, FortyGigabitEthernet1/0/6, FortyGigabitEthernet1/0/7, FortyGigabitEthernet1/0/8, FortyGigabitEthernet1/0/9, FortyGigabitEthernet1/0/10, FortyGigabitEthernet1/0/11, FortyGigabitEthernet1/0/12","con 0, usb",,
Cisco,uBR 10012,,[Cisco uBR10012 Data Sheet](https://www.cisco.com/c/en/us/products/collateral/video/ubr10000-series-universal-broadband-routers/product_data_sheet09186a00801ed384.html),,,,
Cisco,Meraki MR46,MR46,"- Datasheet: [https://documentation.meraki.com/MR/MR_Overview_and_Specifications/MR46_Datasheet](https://documentation.meraki.com/MR/MR_Overview_and_Specifications/MR46_Datasheet)
- IEEE Standards: 802.11a, 802.11ac, 802.11ax, 802.11b, 802.11e, 802.11g, 802.11h, 802.11i, 802.11k, 802.11n, 802.11r, and 802.11u","main, wlan0, wlan1, wlan2, wlan3",,,
Cisco,WS-C3560G-48TS-S,WS-C3560G-48TS-S,,"GigabitEthernet0/1, GigabitEthernet0/2, GigabitEthernet0/3, GigabitEthernet0/4, GigabitEthernet0/5, GigabitEthernet0/6, GigabitEthernet0/7, GigabitEthernet0/8, GigabitEthernet0/9, GigabitEthernet0/10, GigabitEthernet0/11, GigabitEthernet0/12, GigabitEthernet0/13, GigabitEthernet0/14, GigabitEthernet0/15, GigabitEthernet0/16, GigabitEthernet0/17, GigabitEthernet0/18, GigabitEthernet0/19, GigabitEthernet0/20, GigabitEthernet0/21, GigabitEthernet0/22, GigabitEthernet0/23, GigabitEthernet0/24, GigabitEthernet0/25, GigabitEthernet0/26, GigabitEthernet0/27, GigabitEthernet0/28, GigabitEthernet0/29, GigabitEthernet0/30, GigabitEthernet0/31, GigabitEthernet0/32, GigabitEthernet0/33, GigabitEthernet0/34, GigabitEthernet0/35, GigabitEthernet0/36, GigabitEthernet0/37, GigabitEthernet0/38, GigabitEthernet0/39, GigabitEthernet0/40, GigabitEthernet0/41, GigabitEthernet0/42, GigabitEthernet0/43, GigabitEthernet0/44, GigabitEthernet0/45, GigabitEthernet0/46, GigabitEthernet0/47, GigabitEthernet0/48, GigabitEthernet0/49, GigabitEthernet0/50, GigabitEthernet0/51, GigabitEthernet0/52",con 0,Power Supply 0,
Cisco,Catalyst 3750-48TS,WS-C3750-48TS-S,,"FastEthernet1/0/1, FastEthernet1/0/2, FastEthernet1/0/3, FastEthernet1/0/4, FastEthernet1/0/5, FastEthernet1/0/6, FastEthernet1/0/7, FastEthernet1/0/8, FastEthernet1/0/9, FastEthernet1/0/10, FastEthernet1/0/11, FastEthernet1/0/12, FastEthernet1/0/13, FastEthernet1/0/14, FastEthernet1/0/15, FastEthernet1/0/16, FastEthernet1/0/17, FastEthernet1/0/18, FastEthernet1/0/19, FastEthernet1/0/20, FastEthernet1/0/21, FastEthernet1/0/22, FastEthernet1/0/23, FastEthernet1/0/24, FastEthernet1/0/25, FastEthernet1/0/26, FastEthernet1/0/27, FastEthernet1/0/28, FastEthernet1/0/29, FastEthernet1/0/30, FastEthernet1/0/31, FastEthernet1/0/32, FastEthernet1/0/33, FastEthernet1/0/34, FastEthernet1/0/35, FastEthernet1/0/36, FastEthernet1/0/37, FastEthernet1/0/38, FastEthernet1/0/39, FastEthernet1/0/40, FastEthernet1/0/41, FastEthernet1/0/42, FastEthernet1/0/43, FastEthernet1/0/44, FastEthernet1/0/45, FastEthernet1/0/46, FastEthernet1/0/47, FastEthernet1/0/48, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, Stack 1, Stack 2",Console,PSU0,
